time_taken,optimal_solution,states_visited,heuristic_variation
0.4711265563964844,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.3663480281829834,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.35257744789123535,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.3556499481201172,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.3521394729614258,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.3524484634399414,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.35456347465515137,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.36187028884887695,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.3599386215209961,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.35671305656433105,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.35245466232299805,0,8,"[45, 36, 28, 21, 15, 10, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
