time_taken,optimal_solution,states_visited,heuristic_variation
0.0032591819763183594,30,26,"[6, 3, 1, 3, 5, 4, 4, 4, 4, 4, 4, 5, 6, 4, 4, 4, 2, 5, 2, 2, 2, 2, 4, 3, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3, 1, 1, 1, 0]"
0.0012507438659667969,30,13,"[6, 4, 4, 2, 2, 4, 5, 6, 4, 6, 4, 4, 5, 5, 3, 1, 1, 0]"
0.008531808853149414,30,53,"[6, 4, 3, 2, 2, 5, 3, 4, 4, 4, 2, 2, 2, 2, 3, 3, 4, 3, 3, 4, 5, 4, 3, 4, 4, 4, 4, 3, 3, 2, 2, 3, 3, 4, 2, 2, 2, 2, 5, 5, 5, 3, 2, 2, 2, 2, 5, 5, 5, 4, 4, 4, 3, 2, 4, 3, 4, 4, 2, 2, 4, 4, 4, 3, 3, 1, 1, 3, 2, 0]"
0.011700868606567383,30,66,"[6, 4, 4, 4, 2, 2, 1, 2, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 2, 4, 4, 3, 4, 4, 2, 2, 2, 2, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 5, 4, 3, 2, 3, 2, 2, 4, 6, 4, 2, 4, 4, 3, 3, 4, 3, 4, 5, 5, 6, 3, 2, 4, 4, 4, 6, 6, 4, 4, 2, 2, 3, 2, 3, 2, 1, 1, 1, 3, 3, 0]"
0.04540276527404785,30,140,"[6, 5, 6, 6, 4, 3, 3, 4, 5, 5, 6, 6, 4, 5, 5, 5, 5, 5, 5, 5, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 1, 3, 3, 5, 6, 4, 3, 3, 4, 4, 4, 5, 4, 4, 6, 6, 4, 4, 3, 3, 3, 5, 3, 5, 3, 1, 1, 1, 2, 1, 3, 3, 4, 5, 4, 6, 4, 4, 4, 4, 2, 2, 4, 4, 3, 3, 3, 3, 3, 2, 2, 3, 3, 5, 5, 3, 3, 1, 2, 3, 4, 1, 4, 4, 4, 3, 3, 3, 4, 2, 2, 4, 4, 4, 4, 4, 4, 2, 3, 1, 1, 2, 2, 4, 2, 4, 5, 5, 3, 5, 4, 4, 4, 3, 4, 4, 4, 4, 3, 2, 3, 4, 4, 1, 3, 3, 3, 2, 2, 3, 4, 5, 3, 2, 3, 4, 4, 4, 4, 6, 6, 5, 5, 3, 3, 3, 5, 5, 3, 3, 3, 3, 4, 4, 4, 3, 1, 2, 2, 2, 2, 2, 2, 3, 4, 3, 3, 4, 4, 5, 5, 2, 2, 2, 2, 2, 4, 1, 3, 1, 1, 0]"
0.02555370330810547,30,95,"[6, 6, 6, 5, 5, 4, 4, 3, 4, 2, 4, 2, 2, 2, 2, 2, 1, 3, 4, 3, 3, 5, 5, 4, 4, 5, 5, 5, 5, 4, 2, 3, 4, 2, 2, 3, 3, 5, 5, 3, 4, 3, 4, 3, 3, 3, 5, 5, 5, 4, 4, 2, 4, 3, 4, 3, 4, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 2, 2, 5, 4, 2, 4, 6, 3, 2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 4, 3, 3, 4, 5, 5, 5, 6, 5, 3, 2, 3, 3, 3, 5, 5, 3, 4, 3, 3, 4, 4, 4, 3, 1, 1, 1, 1, 1, 3, 1, 0]"
0.002285003662109375,30,18,"[6, 6, 5, 5, 3, 3, 4, 1, 2, 4, 4, 2, 2, 2, 4, 3, 3, 4, 3, 1, 2, 5, 5, 5, 5, 5, 5, 3, 3, 0]"
0.0067746639251708984,30,46,"[6, 4, 4, 4, 2, 1, 2, 4, 5, 5, 3, 4, 3, 2, 4, 5, 6, 5, 5, 4, 4, 4, 4, 4, 2, 4, 3, 3, 3, 4, 2, 2, 4, 5, 4, 4, 3, 3, 4, 4, 5, 3, 2, 2, 4, 2, 5, 6, 4, 3, 2, 2, 2, 0]"
0.02097296714782715,30,90,"[6, 4, 5, 5, 5, 6, 5, 4, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 4, 3, 2, 2, 4, 4, 2, 2, 3, 3, 5, 5, 2, 2, 2, 2, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 1, 4, 4, 4, 2, 2, 4, 2, 2, 2, 2, 3, 5, 5, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 3, 2, 2, 3, 1, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 4, 3, 1, 2, 2, 4, 2, 2, 2, 2, 5, 4, 4, 5, 5, 4, 4, 4, 4, 3, 3, 1, 3, 3, 3, 4, 4, 4, 4, 4, 5, 4, 2, 2, 2, 4, 4, 3, 1, 4, 4, 3, 0]"
0.037283897399902344,30,122,"[6, 3, 3, 3, 3, 3, 4, 4, 4, 4, 1, 1, 1, 1, 2, 2, 3, 3, 5, 2, 1, 1, 1, 1, 1, 1, 3, 3, 4, 4, 4, 2, 2, 2, 4, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 6, 4, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 6, 4, 4, 4, 3, 2, 2, 4, 3, 5, 4, 4, 4, 3, 4, 4, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 1, 1, 1, 2, 3, 4, 4, 3, 3, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 5, 5, 3, 5, 5, 5, 3, 3, 2, 2, 2, 3, 4, 5, 2, 4, 3, 2, 3, 3, 4, 4, 1, 2, 2, 2, 3, 3, 3, 3, 3, 1, 3, 4, 4, 4, 4, 4, 4, 5, 5, 3, 3, 2, 2, 2, 4, 5, 4, 5, 5, 3, 3, 4, 3, 2, 2, 2, 2, 4, 4, 4, 2, 2, 4, 2, 2, 0]"
0.07968902587890625,30,202,"[6, 4, 4, 4, 4, 4, 3, 4, 2, 2, 3, 4, 3, 4, 4, 2, 3, 2, 4, 3, 4, 4, 4, 4, 4, 2, 2, 2, 3, 4, 4, 4, 3, 5, 3, 3, 4, 4, 4, 5, 5, 6, 4, 4, 4, 4, 2, 4, 4, 3, 3, 3, 3, 3, 4, 3, 2, 4, 4, 4, 2, 3, 4, 5, 4, 4, 4, 4, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 3, 4, 2, 2, 3, 3, 3, 2, 4, 5, 5, 3, 4, 4, 4, 3, 2, 2, 4, 4, 4, 3, 1, 2, 2, 1, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 3, 5, 5, 3, 4, 5, 5, 2, 2, 2, 4, 6, 6, 5, 5, 5, 5, 4, 4, 4, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 3, 1, 2, 3, 3, 5, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 4, 4, 5, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 5, 5, 2, 5, 5, 3, 3, 3, 3, 4, 4, 6, 4, 3, 4, 4, 4, 5, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 1, 3, 5, 3, 4, 5, 5, 3, 3, 4, 4, 6, 4, 4, 4, 3, 4, 4, 3, 3, 2, 3, 4, 5, 4, 3, 3, 3, 4, 4, 4, 3, 2, 2, 3, 3, 3, 1, 2, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 0]"
0.018891334533691406,30,81,"[6, 3, 3, 3, 5, 4, 3, 4, 4, 2, 4, 4, 4, 4, 3, 2, 4, 4, 4, 3, 3, 2, 4, 2, 2, 2, 3, 3, 3, 3, 3, 2, 4, 5, 5, 5, 3, 2, 2, 3, 5, 3, 2, 2, 3, 3, 4, 2, 2, 2, 2, 2, 1, 2, 3, 2, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 2, 4, 4, 2, 3, 4, 4, 3, 3, 3, 2, 2, 2, 2, 5, 5, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 3, 5, 2, 4, 2, 1, 1, 1, 1, 3, 1, 2, 0]"
0.027806997299194336,30,104,"[6, 6, 6, 4, 2, 3, 3, 4, 4, 4, 4, 2, 2, 1, 1, 2, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 1, 3, 4, 2, 5, 5, 5, 3, 3, 3, 4, 3, 3, 5, 5, 5, 6, 5, 5, 5, 3, 4, 4, 2, 4, 4, 4, 6, 4, 5, 5, 5, 5, 6, 4, 4, 2, 4, 3, 3, 4, 4, 3, 4, 4, 5, 2, 2, 5, 3, 4, 3, 3, 3, 3, 4, 4, 4, 2, 5, 5, 5, 5, 4, 4, 3, 4, 3, 4, 3, 5, 4, 2, 1, 3, 3, 3, 3, 5, 4, 3, 3, 1, 4, 4, 4, 3, 3, 1, 1, 3, 3, 3, 3, 2, 2, 2, 2, 5, 2, 2, 1, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 2, 2, 2, 0]"
0.07464814186096191,30,183,"[6, 3, 4, 4, 6, 6, 3, 6, 5, 2, 1, 2, 1, 3, 4, 4, 2, 4, 5, 4, 4, 3, 3, 1, 2, 2, 3, 2, 2, 2, 4, 4, 4, 4, 3, 3, 5, 5, 3, 2, 3, 3, 3, 5, 3, 3, 3, 3, 1, 3, 3, 3, 4, 4, 2, 2, 2, 3, 3, 4, 3, 1, 2, 1, 1, 3, 5, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 4, 4, 6, 5, 3, 2, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 2, 2, 3, 3, 2, 2, 2, 2, 5, 3, 3, 3, 4, 4, 4, 5, 4, 4, 5, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 1, 3, 4, 4, 6, 4, 4, 3, 2, 2, 3, 3, 3, 3, 4, 4, 5, 4, 5, 3, 3, 3, 3, 2, 2, 4, 4, 4, 3, 3, 3, 3, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 6, 4, 2, 2, 4, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 1, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 3, 6, 3, 3, 3, 2, 2, 2, 4, 6, 6, 4, 4, 4, 4, 1, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 1, 1, 0]"
0.06418323516845703,30,166,"[6, 4, 2, 2, 2, 3, 3, 2, 4, 4, 4, 3, 3, 4, 4, 3, 4, 2, 3, 3, 3, 4, 4, 3, 1, 3, 1, 3, 3, 3, 4, 4, 4, 2, 2, 3, 5, 5, 6, 6, 4, 4, 3, 2, 2, 4, 6, 4, 4, 4, 5, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 2, 2, 4, 2, 2, 3, 2, 2, 2, 2, 4, 6, 4, 4, 6, 4, 6, 6, 4, 3, 2, 4, 5, 5, 5, 2, 1, 1, 1, 3, 4, 4, 4, 4, 4, 3, 1, 1, 2, 2, 2, 2, 4, 4, 2, 2, 1, 1, 1, 1, 4, 3, 4, 5, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 4, 3, 4, 4, 4, 3, 3, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 4, 3, 1, 1, 3, 3, 4, 4, 4, 4, 4, 5, 3, 2, 3, 2, 4, 2, 3, 3, 3, 2, 3, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 2, 2, 4, 2, 2, 2, 2, 2, 4, 2, 4, 4, 4, 4, 3, 4, 5, 5, 5, 5, 5, 3, 5, 3, 3, 4, 3, 4, 2, 2, 2, 2, 2, 3, 5, 5, 2, 2, 2, 1, 2, 2, 2, 3, 4, 3, 1, 1, 0]"
0.015572071075439453,30,71,"[6, 4, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 3, 3, 3, 2, 3, 4, 5, 2, 5, 5, 3, 5, 5, 5, 5, 4, 2, 2, 1, 3, 1, 3, 2, 3, 2, 4, 6, 5, 5, 3, 3, 5, 5, 6, 4, 3, 3, 3, 2, 3, 3, 3, 3, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 1, 1, 1, 3, 0]"
0.02159738540649414,30,88,"[6, 4, 4, 2, 2, 2, 1, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 2, 5, 5, 4, 4, 4, 3, 4, 2, 4, 4, 4, 3, 4, 4, 2, 3, 3, 3, 3, 5, 3, 3, 3, 5, 5, 5, 4, 4, 4, 3, 3, 4, 4, 2, 2, 3, 1, 4, 3, 4, 4, 4, 3, 1, 2, 2, 2, 2, 3, 3, 3, 2, 4, 4, 4, 6, 6, 6, 6, 4, 4, 3, 3, 3, 4, 3, 5, 2, 2, 1, 2, 5, 4, 3, 3, 4, 4, 3, 3, 2, 2, 3, 4, 4, 2, 4, 3, 2, 3, 3, 4, 4, 4, 4, 4, 2, 3, 3, 4, 6, 3, 6, 5, 3, 1, 0]"
0.0002846717834472656,30,3,"[6, 6, 4, 1, 0]"
0.08914828300476074,30,198,"[6, 6, 4, 4, 4, 3, 4, 4, 3, 1, 1, 1, 3, 3, 3, 4, 5, 5, 5, 5, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 2, 3, 3, 4, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 2, 2, 2, 2, 2, 5, 5, 5, 3, 3, 4, 3, 3, 4, 3, 3, 4, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2, 4, 4, 4, 3, 2, 1, 1, 1, 3, 1, 1, 2, 4, 3, 4, 4, 4, 4, 5, 3, 5, 5, 5, 5, 4, 3, 3, 3, 5, 3, 5, 5, 5, 4, 3, 5, 5, 4, 5, 5, 5, 3, 3, 2, 2, 2, 2, 3, 4, 5, 5, 3, 3, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 3, 1, 1, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 1, 2, 2, 2, 3, 4, 3, 2, 1, 1, 4, 1, 2, 2, 2, 2, 1, 4, 4, 4, 4, 4, 1, 3, 4, 3, 3, 3, 3, 3, 2, 4, 4, 3, 3, 4, 4, 3, 4, 4, 5, 2, 2, 4, 4, 6, 6, 6, 4, 4, 3, 3, 1, 1, 3, 4, 3, 3, 3, 1, 3, 1, 1, 2, 2, 2, 4, 2, 4, 3, 3, 3, 4, 4, 2, 2, 3, 3, 2, 2, 2, 2, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 6, 4, 3, 3, 4, 4, 3, 4, 3, 3, 1, 2, 4, 2, 1, 1, 1, 1, 2, 2, 0]"
0.023276567459106445,30,94,"[6, 4, 4, 4, 3, 4, 4, 4, 3, 4, 5, 4, 4, 5, 4, 3, 5, 5, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 3, 3, 3, 4, 3, 3, 2, 3, 5, 2, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 2, 4, 2, 2, 2, 4, 4, 4, 4, 3, 1, 4, 4, 2, 2, 4, 4, 4, 4, 2, 2, 2, 2, 5, 4, 2, 3, 2, 3, 5, 5, 5, 5, 3, 1, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 5, 5, 4, 4, 2, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 3, 0]"
